is_login;playback_location;platform;play_time;end_time;referrer;average_bitrate;bitrate_range;total_bytes;referrer_group;completed;player_name;has_ad;os_name;os_version;browser_name;browser_version;is_premium;play_duration;content_type;stream_type;title;category_name
FALSE;embed;web-mobile;2020-02-02T10:39:17.000Z;2020-02-02T10:40:29.000Z;https://m.dream.co.id/lifestyle/simpel-tapi-mewah-gaya-nikita-mirzani-momong-anak-200131z.html;600;0-200;1500;dream;FALSE;videojs;TRUE;Android;9;Chrome Mobile WebView;74.0.3729;FALSE;73;vod;;Indah Permatasari: Karena Mimpi Aku Hidup;Entertainment
FALSE;embed;web-mobile;2020-02-02T14:34:13.000Z;2020-02-02T14:35:46.000Z;https://m.dream.co.id/lifestyle/simpel-tapi-mewah-gaya-nikita-mirzani-momong-anak-200131z.html;467;0-200;1750;dream;FALSE;videojs;TRUE;Android;8.1.0;Chrome Mobile WebView;76.0.3809;FALSE;94;vod;;Indah Permatasari: Karena Mimpi Aku Hidup;Entertainment
FALSE;embed;web-mobile;2020-02-02T01:04:55.000Z;2020-02-02T01:06:58.000Z;https://m.dream.co.id/showbiz/pakai-halter-neck-top-ketiak-marion-jola-disorot-200130x.html?utm_source=fb&utm_medium=post_unofficial&utm_campaign=fb__Alvina;300000;200-500;3900000;dream;TRUE;videojs;TRUE;Android;9;Facebook;255.0.0;FALSE;104;vod;;Indah Permatasari: Karena Mimpi Aku Hidup;Entertainment
FALSE;embed;web-mobile;2020-02-02T01:50:14.000Z;2020-02-02T01:50:14.000Z;https://m.kapanlagi.com/foto/berita-foto/indonesia/78377twinawati_ibu_yuki_kato-20200201-001-non_fotografer_kly.html;300000;200-500;0;kapanlagi;FALSE;videojs;TRUE;iOS;13.3;LINE;10.0.2;FALSE;0;vod;;Dijemput Paksa, Nikita Mirzani: Banyak Yang Seneng;Entertainment
FALSE;embed;web-mobile;2020-02-01T23:41:36.000Z;2020-02-01T23:41:57.000Z;https://m.kapanlagi.com/foto/berita-foto/indonesia/78362ibu_seleb_indonesia-20200130-009-non_fotografer_kly.html;300000;200-500;862500;kapanlagi;FALSE;videojs;TRUE;Android;7.0;Facebook;247.0.0;FALSE;23;vod;;Dijemput Paksa, Nikita Mirzani: Banyak Yang Seneng;Entertainment
FALSE;embed;web-mobile;2020-02-01T22:33:34.000Z;2020-02-01T22:33:38.000Z;https://m.kapanlagi.com/foto/berita-foto/indonesia/78376revi_mariska-20200201-007-non_fotografer_kly.html;300000;200-500;225000;kapanlagi;FALSE;videojs;TRUE;Android;9;Facebook;255.0.0;FALSE;6;vod;;Dijemput Paksa, Nikita Mirzani: Banyak Yang Seneng;Entertainment
FALSE;embed;web-mobile;2020-02-02T10:09:47.000Z;2020-02-02T10:10:05.000Z;https://m-kapanlagi-com.cdn.ampproject.org/v/s/m.kapanlagi.com/amp/showbiz/selebriti/penampilan-isyana-sarasvati-di-acara-resepsi-pernikahan-pakai-gaun-berekor-panjang-yang-curi-perhatian-5e3fb6.html?amp_js_v=0.1&usqp=mq331AQCKAE%3D;600;0-200;750;kapanlagi;FALSE;videojs;FALSE;Android;5.1.1;Chrome Mobile;68.0.3440;FALSE;17;vod;;Dijemput Paksa, Nikita Mirzani: Banyak Yang Seneng;Entertainment
FALSE;embed;web-mobile;2020-02-01T17:37:30.000Z;2020-02-01T17:37:53.000Z;https://m.kapanlagi.com/foto/berita-foto/indonesia/78379pengajian_pernikahan_isyana_sarasvati-20200201-004-non_fotografer_kly.html;300000;200-500;862500;kapanlagi;FALSE;videojs;TRUE;Android;9;LINE;10.0.2;FALSE;23;vod;;Dijemput Paksa, Nikita Mirzani: Banyak Yang Seneng;Entertainment
FALSE;embed;web-mobile;2020-02-02T13:05:58.000Z;2020-02-02T13:06:42.000Z;https://m.kapanlagi.com/dangdut/lucinta-luna-pamer-ktp-baru-nama-ayluna-putri-dan-jenis-kelamin-perempuan-e8f2d9.html;300000;200-500;1500000;kapanlagi;FALSE;videojs;TRUE;Android;7.0;UC Browser;12.11.3;FALSE;40;vod;;Dijemput Paksa, Nikita Mirzani: Banyak Yang Seneng;Entertainment
FALSE;embed;web-mobile;2020-02-01T23:04:32.000Z;2020-02-01T23:05:35.000Z;https://m.liputan6.com/lifestyle/read/4165432/miss-universe-2019-pilih-liburan-ke-sumba-apa-alasannya?utm_source=Mobile;300000;200-500;1612500;liputan6;TRUE;videojs;TRUE;Android;8.1.0;Facebook;255.0.0;FALSE;43;vod;;Wakil Afrika Selatan, Zozibini Tunzi Jadi Miss Universe 2019;News
FALSE;direct;web-mobile;2020-02-02T12:48:54.000Z;2020-02-02T12:48:54.000Z;https://www.google.co.id/;300000;200-500;0;google;FALSE;videojs;TRUE;Android;9;UC Browser;13.0.0;FALSE;0;vod;;NARUTO 432 Sub inonesia;Vlog
FALSE;embed;web-mobile;2020-02-02T05:44:31.000Z;2020-02-02T05:44:31.000Z;https://m.bola.net/inggris/meski-menang-telak-klopp-angkat-topi-untuk-permainan-southampton-15416c.html?utm_term=Autofeed&utm_campaign=Echobox&utm_medium=Social&utm_source=Facebook;600;0-200;750;bolanet;FALSE;videojs;TRUE;Android;6.0.1;Chrome Mobile WebView;62.0.3202;FALSE;0;vod;;Lompatan Spektakuler Ronaldo, Penyelamat Juventus;News
FALSE;embed;web-mobile;2020-02-02T08:12:52.000Z;2020-02-02T08:13:26.000Z;https://m.liputan6.com/regional/read/4168936/heboh-bakso-daging-tikus-di-madiun?utm_source=fb&utm_medium=post_unofficial&utm_campaign=fb_oliv;300000;200-500;487500;liputan6;FALSE;videojs;TRUE;Android;9;Facebook;251.0.0;FALSE;13;vod;;Gadis China Diduga Terjangkit Virus Corona di Cilacap Diisolasi di RS Margono;News
FALSE;direct;web-mobile;2020-02-02T00:52:29.000Z;2020-02-02T01:07:10.000Z;https://www.google.com/;500;0-200;1250;google;FALSE;videojs;TRUE;Android;8.1.0;Chrome Mobile;79.0.3945;FALSE;868;vod;;About Time Episode 2;Korea
TRUE;direct;app-android;2020-02-02T10:03:53.000Z;2020-02-02T10:28:26.000Z;search_result;300000;200-500;120562500;others;TRUE;KmkExoVideoView;TRUE;;27;;;FALSE;3215;vod;;Diam Diam Suka EP 03;Movies
TRUE;direct;app-android;2020-02-01T20:02:47.000Z;2020-02-01T20:02:48.000Z;home;300000;200-500;0;others;FALSE;KmkExoVideoView;TRUE;;22;;;FALSE;0;vod;;FTV SCTV - Jodohku Pangeran Masa Lalu;Movies
TRUE;direct;app-android;2020-02-02T02:43:02.000Z;2020-02-02T02:52:15.000Z;search_result;300000;200-500;20175000;others;FALSE;KmkExoVideoView;TRUE;;27;;;FALSE;538;vod;;Samudra Cinta - Episode 112 dan 113 Part 1/2;TV Show
TRUE;direct;app-android;2020-02-02T02:09:27.000Z;2020-02-02T02:18:12.000Z;livestreaming watchpage;300000;200-500;27000000;others;FALSE;KmkExoVideoView;TRUE;;28;;;FALSE;720;catchup;;Masterchef Indonesia;Vlog
TRUE;direct;app-android;2020-02-02T12:29:36.000Z;2020-02-02T12:30:11.000Z;search_result;300000;200-500;10575000;others;FALSE;KmkExoVideoView;TRUE;;28;;;FALSE;282;vod;;Highlight Siapa Takut Jatuh Cinta - Episode 351;TV Show
TRUE;direct;app-android;2020-02-02T11:16:22.000Z;2020-02-02T11:16:22.000Z;movie profile;300000;200-500;66637500;others;FALSE;KmkExoVideoView;TRUE;;25;;;FALSE;1777;vod;;Magic Tumbler - Episode 07;Movies
FALSE;embed;web-mobile;2020-02-02T13:53:40.000Z;2020-02-02T13:53:58.000Z;https://m.liputan6.com/global/read/4165619/virus-corona-wuhan-tembus-4500-kasus-china-liburkan-sekolah?medium=dable__mobile&campaign=related_click_5;300000;200-500;637500;liputan6;FALSE;videojs;TRUE;Android;7.1.1;Chrome Mobile;79.0.3945;FALSE;17;vod;;Kabar Terkini Mahasiswa Indonesia yang Terisolir di Wuhan;News
FALSE;embed;web-mobile;2020-02-01T19:55:10.000Z;2020-02-01T19:55:16.000Z;https://today.line.me/id/article/Jokowi+245+WNI+yang+Dievakuasi+dari+China+Sehat+Senang+Kembali+ke+Indonesia-L9yMNa?read_meta=%7B%22label%22%3A%22articlepage_more_article2%22%7D;300000;200-500;150000;others;FALSE;videojs;TRUE;Android;9;LINE;10.1.1;FALSE;4;vod;;Kabar Terkini Mahasiswa Indonesia yang Terisolir di Wuhan;News
FALSE;embed;web-mobile;2020-02-02T10:07:03.000Z;2020-02-02T10:07:55.000Z;https://m.liputan6.com/news/read/4165278/1-februari-polisi-terapkan-e-tle-bagi-pengendara-roda-dua?site=liputan6&utm_source=Digital+Marketing&utm_medium=Partnership&utm_campaign=Line;300000;200-500;1912500;liputan6;FALSE;videojs;TRUE;Android;6.0;LINE;10.1.1;FALSE;51;vod;;Tilang Elektronik. Surabaya, Jawa Timur;News
FALSE;embed;web-mobile;2020-02-02T04:09:25.000Z;2020-02-02T04:11:06.000Z;https://m.bola.com/inggris/read/4168881/5-rekor-premier-league-yang-masih-bisa-dipecahkan-liverpool-musim-ini?HouseAds&campaign=Sportylife_Home_MSTM;300000;200-500;3712500;bola;TRUE;videojs;TRUE;Android;9;Opera Mobile;47.3.2249;FALSE;99;vod;;200 Pesenam Korban Pelecehan Seksual di AS Ditawari Ganti Rugi 2,9 Triliun Rupiah;Sports
FALSE;embed;web-mobile;2020-02-01T17:39:04.000Z;2020-02-01T17:40:43.000Z;https://m.bola.com/ragam/read/4118683/17-manfaat-petai-bagi-kesehatan-beserta-cara-menghilangkan-baunya;600;0-200;1500;bola;TRUE;videojs;TRUE;Android;9;Chrome Mobile;76.0.3809;FALSE;99;vod;;200 Pesenam Korban Pelecehan Seksual di AS Ditawari Ganti Rugi 2,9 Triliun Rupiah;Sports
FALSE;embed;web-mobile;2020-02-02T11:09:27.000Z;2020-02-02T11:09:44.000Z;https://news-id.beritabuzz.com/news/detail/aa05df865e0f5a4630ea0f755186b87e?features=2097323&uid=fcdde234fa2d1f4264f81bffea2de00d43cd8822&like_count=0&client=mini;300000;200-500;675000;others;FALSE;videojs;TRUE;Android;8.1.0;Opera Mobile;44.1.2254;FALSE;18;vod;;Klinik dan 3 Rumah Warga Pancoran Ludes Terbakar;News
FALSE;embed;web-mobile;2020-02-02T15:36:20.000Z;2020-02-02T15:37:03.000Z;https://m.merdeka.com/trending/mengenal-sintya-marisca-cewek-cantik-viral-gara-gara-joget-cendol-dawet-didi-kempot.html;600;0-200;1500;merdeka;FALSE;videojs;TRUE;Android;8.0.0;Chrome Mobile;79.0.3945;FALSE;25;vod;;Klinik dan 3 Rumah Warga Pancoran Ludes Terbakar;News
FALSE;embed;web-mobile;2020-02-02T00:34:21.000Z;2020-02-02T00:34:21.000Z;https://m.merdeka.com/sehat/latihan-interval-olahraga-tepat-untuk-turunkan-berat-badan.html;300000;200-500;0;merdeka;FALSE;videojs;TRUE;Android;6.0;UC Browser;12.9.9;FALSE;0;vod;;Klinik dan 3 Rumah Warga Pancoran Ludes Terbakar;News
FALSE;embed;web-mobile;2020-02-02T08:47:03.000Z;2020-02-02T08:47:07.000Z;https://m.liputan6.com/news/read/4063405/merancang-ibu-kota-baru-di-kalimantan-timur;400;0-200;500;liputan6;FALSE;videojs;TRUE;Android;8.1.0;Chrome Mobile;79.0.3945;FALSE;3;vod;;Mengapa Kalimantan Timur Dipilih sebagai Ibu Kota Baru?;News
FALSE;direct;app-android;2020-02-02T05:50:45.000Z;2020-02-02T05:50:45.000Z;live index;300000;200-500;22500000;others;;KmkExoVideoView;FALSE;;28;;;FALSE;60;livestreaming;TvStream;MNC;
FALSE;direct;web-mobile;2020-02-02T10:22:38.000Z;2020-02-02T11:02:54.000Z;https://www.google.com/;375;0-200;1132031;google;;videojs;FALSE;Android;9;Chrome Mobile;76.0.3809;FALSE;2415;livestreaming;TvStream;MNC;
FALSE;direct;web-desktop;2020-02-02T14:14:53.000Z;2020-02-02T15:31:11.000Z;https://www.vidio.com/live;1320;0-200;7573500;internal;;videojs;FALSE;Windows;10;Chrome;79.0.3945;FALSE;4590;livestreaming;TvStream;MNC;
TRUE;direct;app-android;2020-02-02T14:58:02.000Z;2020-02-02T14:58:13.000Z;live index;300000;200-500;11250000;others;;KmkExoVideoView;FALSE;;23;;;FALSE;30;livestreaming;TvStream;MNC;
FALSE;direct;tv-android;2020-02-02T07:23:52.000Z;2020-02-02T07:23:52.000Z;home;;unknown;0;others;;KmkExoVideoView;FALSE;;23;;;FALSE;0;livestreaming;TvStream;MNC;
TRUE;direct;app-android;2020-02-02T15:54:31.000Z;2020-02-02T15:54:38.000Z;live index;300000;200-500;22500000;others;;KmkExoVideoView;FALSE;;19;;;FALSE;60;livestreaming;TvStream;MNC;
TRUE;direct;app-android;2020-02-02T13:35:50.000Z;2020-02-02T13:37:45.000Z;live index;300000;200-500;67500000;others;;KmkExoVideoView;FALSE;;28;;;FALSE;180;livestreaming;TvStream;MNC;
TRUE;direct;app-android;2020-02-02T11:50:15.000Z;2020-02-02T11:50:15.000Z;home;300000;200-500;22500000;others;;KmkExoVideoView;FALSE;;27;;;FALSE;60;livestreaming;TvStream;MNC;
FALSE;direct;tv-android;2020-02-02T04:10:26.000Z;2020-02-02T04:10:26.000Z;home;;unknown;0;others;;KmkExoVideoView;FALSE;;23;;;FALSE;0;livestreaming;TvStream;MNC;
TRUE;direct;app-android;2020-02-02T04:44:15.000Z;2020-02-02T04:44:29.000Z;livestreaming watchpage;300000;200-500;11250000;others;;KmkExoVideoView;FALSE;;27;;;FALSE;30;livestreaming;TvStream;MNC;
TRUE;direct;app-android;2020-02-02T00:56:14.000Z;2020-02-02T00:56:15.000Z;live index;300000;200-500;5625000;others;;KmkExoVideoView;FALSE;;28;;;FALSE;15;livestreaming;TvStream;MNC;
TRUE;direct;app-android;2020-02-02T09:51:49.000Z;2020-02-02T09:58:47.000Z;livestreaming watchpage;300000;200-500;163125000;others;;KmkExoVideoView;FALSE;;28;;;FALSE;435;livestreaming;TvStream;MNC;
TRUE;direct;app-android;2020-02-02T14:32:07.000Z;2020-02-02T14:32:16.000Z;live index;300000;200-500;11250000;others;;KmkExoVideoView;FALSE;;28;;;FALSE;30;livestreaming;TvStream;MNC;
FALSE;direct;tv-android;2020-02-02T14:47:46.000Z;2020-02-02T14:47:53.000Z;;;unknown;0;empty;;KmkExoVideoView;FALSE;;27;;;FALSE;0;livestreaming;TvStream;MNC;
FALSE;direct;tv-android;2020-02-02T11:07:37.000Z;2020-02-02T11:45:07.000Z;deeplink;300000;200-500;855000000;others;;KmkExoVideoView;FALSE;;23;;;FALSE;2280;livestreaming;TvStream;MNC;
FALSE;direct;web-mobile;2020-02-02T09:26:36.000Z;2020-02-02T09:26:36.000Z;https://www.google.com/;300;0-200;375;google;FALSE;videojs;TRUE;Android;8.1.0;Chrome Mobile;70.0.3538;FALSE;0;vod;;Islam KTP EP 1;Movies
TRUE;direct;app-android;2020-02-02T14:40:10.000Z;2020-02-02T14:40:21.000Z;live index;300000;200-500;11250000;others;;KmkExoVideoView;TRUE;;27;;;FALSE;30;livestreaming;TvStream;RTV;
FALSE;direct;web-desktop;2020-02-02T10:32:26.000Z;2020-02-02T10:58:17.000Z;https://www.vidio.com/live/734-trans7;1320;0-200;2524500;internal;;videojs;TRUE;Windows;10;Firefox;72.0;FALSE;1530;livestreaming;TvStream;RTV;
FALSE;direct;web-desktop;2020-02-02T07:33:08.000Z;2020-02-02T07:34:49.000Z;https://www.vidio.com/live;1320;0-200;173250;internal;;videojs;TRUE;Windows;10;Firefox;72.0;FALSE;105;livestreaming;TvStream;RTV;
TRUE;direct;app-android;2020-02-02T12:39:53.000Z;2020-02-02T12:44:23.000Z;live index;300000;200-500;50625000;others;;KmkExoVideoView;TRUE;;27;;;FALSE;135;livestreaming;TvStream;RTV;
FALSE;direct;tv-android;2020-02-02T00:55:11.000Z;2020-02-02T00:55:11.000Z;;;unknown;0;empty;;KmkExoVideoView;FALSE;;23;;;FALSE;0;livestreaming;TvStream;RTV;
TRUE;direct;tv-android;2020-02-02T12:07:39.000Z;2020-02-02T12:07:39.000Z;home;;unknown;0;others;;KmkExoVideoView;FALSE;;28;;;FALSE;0;livestreaming;TvStream;RTV;
TRUE;direct;tv-tizen;2020-02-02T12:58:29.000Z;2020-02-02T12:58:33.000Z;home;300000;200-500;5625000;others;;;FALSE;;5.0;Mozilla/5.0 (SMART-TV;;;;;;;
FALSE;direct;web-desktop;2020-02-02T00:59:18.000Z;2020-02-02T00:59:36.000Z;https://www.vidio.com/live/783-tvone;1320;0-200;24750;internal;;videojs;TRUE;Windows;10;Chrome;79.0.3945;FALSE;15;livestreaming;TvStream;RTV;
FALSE;embed;web-mobile;2020-02-02T03:22:39.000Z;2020-02-02T03:23:34.000Z;https://m.liputan6.com/regional/read/4168388/detik-detik-kecelakaan-bus-rombongan-kiai-jawa-timur-di-tol-cipali;300000;200-500;2025000;liputan6;TRUE;videojs;TRUE;Android;8.1.0;Opera Mobile;46.0.2254;FALSE;54;vod;;Bus Damri Terbakar di Rest Area Cipali;News
FALSE;embed;web-mobile;2020-02-02T13:52:31.000Z;2020-02-02T13:52:45.000Z;https://m.bola.net/champions/ada-juventus-dan-chelsea-ini-deretan-klub-yang-jago-jualan-pemain-dan-dapat-untung-besar-a49e7f.html;600;0-200;750;bolanet;FALSE;videojs;TRUE;Android;9;Chrome Mobile;79.0.3945;FALSE;14;vod;;Pembelian Aneh dalam Bursa Transfer Pemain;Sports
FALSE;embed;web-mobile;2020-02-02T16:43:04.000Z;2020-02-02T16:54:19.000Z;https://m.bola.net/champions/ada-juventus-dan-chelsea-ini-deretan-klub-yang-jago-jualan-pemain-dan-dapat-untung-besar-a49e7f.html;600;0-200;1500;bolanet;TRUE;videojs;TRUE;Android;8.1.0;Chrome Mobile;79.0.3945;FALSE;144;vod;;Pembelian Aneh dalam Bursa Transfer Pemain;Sports
FALSE;embed;web-mobile;2020-02-02T16:24:12.000Z;2020-02-02T16:24:43.000Z;https://m.bola.net/champions/ada-juventus-dan-chelsea-ini-deretan-klub-yang-jago-jualan-pemain-dan-dapat-untung-besar-a49e7f.html;300000;200-500;1087500;bolanet;FALSE;videojs;TRUE;Android;8.1.0;Chrome Mobile WebView;79.0.3945;FALSE;29;vod;;Pembelian Aneh dalam Bursa Transfer Pemain;Sports
FALSE;embed;web-desktop;2020-02-01T17:40:22.000Z;2020-02-01T17:40:28.000Z;https://www.bola.net/inggris/live-streaming-manchester-uunited-vs-wolverhampton-di-mola-tv-d11583.html;600;0-200;1500;bolanet;FALSE;videojs;TRUE;Windows;10;Firefox;72.0;FALSE;6;vod;;Jadwal Premier League Pekan 25, Chelsea Hadapi Leicester City;Sports
TRUE;direct;app-android;2020-02-01T19:28:33.000Z;2020-02-01T20:16:08.000Z;vod watchpage;300000;200-500;124350000;others;TRUE;KmkExoVideoView;TRUE;;28;;;FALSE;3316;vod;;Cinta Misteri - Episode 5;TV Show
TRUE;direct;app-android;2020-02-02T03:12:07.000Z;2020-02-02T03:12:07.000Z;UserProfile;300000;200-500;0;others;FALSE;KmkExoVideoView;TRUE;;25;;;FALSE;0;vod;;Seri Diva | Eps 70 Ayunan Mona | Diva The Series Official;Kids
TRUE;direct;app-android;2020-02-02T03:24:23.000Z;2020-02-02T03:24:23.000Z;live index;300000;200-500;22500000;others;;KmkExoVideoView;FALSE;;28;;;FALSE;60;livestreaming;TvStream;GTV;
FALSE;direct;web-desktop;2020-02-02T04:34:24.000Z;2020-02-02T04:34:24.000Z;https://www.google.co.id/;;unknown;0;google;;videojs;FALSE;Windows;10;Chrome;74.0.3729;FALSE;0;livestreaming;TvStream;GTV;
TRUE;direct;app-android;2020-02-02T12:23:05.000Z;2020-02-02T12:23:12.000Z;livestreaming watchpage;300000;200-500;5625000;others;;KmkExoVideoView;FALSE;;27;;;FALSE;15;livestreaming;TvStream;GTV;
FALSE;direct;web-desktop;2020-02-02T01:15:58.000Z;2020-02-02T01:25:13.000Z;https://www.vidio.com/live/870-mnc;1320;0-200;990000;internal;;videojs;FALSE;Windows;7;Chrome;79.0.3945;FALSE;600;livestreaming;TvStream;GTV;
FALSE;direct;tv-webos;2020-02-02T15:43:06.000Z;2020-02-02T15:43:06.000Z;;;unknown;0;empty;;;FALSE;;;Mozilla/5.0 (Web0S;;;;;;;
FALSE;direct;tv-android;2020-02-01T17:00:10.000Z;2020-02-01T17:00:10.000Z;;;unknown;0;empty;;KmkExoVideoView;FALSE;;28;;;FALSE;0;livestreaming;TvStream;GTV;
FALSE;direct;web-desktop;2020-02-02T13:55:10.000Z;2020-02-02T13:55:13.000Z;https://www.vidio.com/live/665-rcti;1320;0-200;24750;internal;;videojs;FALSE;Windows;10;Chrome;79.0.3945;FALSE;15;livestreaming;TvStream;GTV;
FALSE;direct;web-mobile;2020-02-02T02:38:49.000Z;2020-02-02T02:39:07.000Z;;375;0-200;14063;empty;;videojs;FALSE;Android;5.1;Chrome Mobile WebView;72.0.3626;FALSE;30;livestreaming;TvStream;GTV;
FALSE;direct;web-mobile;2020-02-01T17:32:12.000Z;2020-02-01T17:32:30.000Z;https://m.vidio.com/live/665-rcti;375;0-200;7031;internal;;videojs;FALSE;Android;8.1.0;Chrome Mobile WebView;70.0.3538;FALSE;15;livestreaming;TvStream;GTV;
TRUE;direct;app-android;2020-02-01T23:20:28.000Z;2020-02-01T23:20:28.000Z;live index;300000;200-500;22500000;others;;KmkExoVideoView;FALSE;;28;;;FALSE;60;livestreaming;TvStream;GTV;
FALSE;direct;web-mobile;2020-02-01T20:15:15.000Z;2020-02-01T20:15:18.000Z;https://m.vidio.com/live/734-trans7;300000;200-500;5625000;internal;;videojs;FALSE;iOS;13.1.2;Mobile Safari;13.0.1;FALSE;15;livestreaming;TvStream;GTV;
FALSE;direct;tv-android;2020-02-01T13:59:46.000Z;2020-02-02T02:50:10.000Z;home;300000;200-500;11250000;others;;KmkExoVideoView;FALSE;;24;;;FALSE;30;livestreaming;TvStream;GTV;
FALSE;direct;web-mobile;2020-02-02T03:55:34.000Z;2020-02-02T04:02:57.000Z;https://www.youtube.com/;300000;200-500;16125000;others;FALSE;videojs;TRUE;Android;9;Samsung Internet;10.2;FALSE;430;vod;;Suara Hati Istri - Sakitnya Jadi Istri Tapi Harus Menjanda;Movies
FALSE;direct;web-mobile;2020-02-02T03:52:05.000Z;2020-02-02T03:52:05.000Z;https://www.google.com/;300000;200-500;0;google;FALSE;videojs;TRUE;iOS;13.3;Mobile Safari;13.0.4;FALSE;0;vod;;Joker (2019) Full Movie Free Download and Watch Online;Movies
FALSE;embed;web-mobile;2020-02-02T01:48:39.000Z;2020-02-02T01:49:22.000Z;https://m.dream.co.id/parenting/diy/tahan-berapa-lama-asi-perah-di-luar-kulkas-yuk-cari-tahu-1805253.html;533;0-200;2000;dream;FALSE;videojs;TRUE;Android;9;Chrome Mobile;77.0.3865;FALSE;42;vod;;4 Januari, Hari Bahagia dan Paling Sedih Rizky Febian;Entertainment
FALSE;embed;web-mobile;2020-02-02T08:55:33.000Z;2020-02-02T08:56:20.000Z;https://m-dream-co-id.cdn.ampproject.org/v/s/m.dream.co.id/amp/your-story/menonton-film-dewasa-termasuk-dosa-besar-160201x.html?amp_js_v=0.1&usqp=mq331AQCKAE%3D;600;0-200;1500;others;FALSE;videojs;TRUE;Android;8.1.0;Chrome Mobile;79.0.3945;FALSE;28;vod;;4 Januari, Hari Bahagia dan Paling Sedih Rizky Febian;Entertainment
FALSE;embed;web-mobile;2020-02-02T02:42:17.000Z;2020-02-02T02:42:17.000Z;https://m.dream.co.id/your-story/kisah-menyentuh-mahasiswi-bertemu-pengemis-yang-ternyata-mantan-dosen-191017a.html?utm_source=fb&utm_medium=post&utm_campaign=fb_Keke;300000;200-500;0;dream;FALSE;videojs;TRUE;Android;9;Chrome Mobile WebView;62.0.3202;FALSE;0;vod;;4 Januari, Hari Bahagia dan Paling Sedih Rizky Febian;Entertainment
FALSE;embed;web-mobile;2020-02-02T02:33:54.000Z;2020-02-02T02:34:31.000Z;https://m.dream.co.id/showbiz/irwansyah-sebut-biaya-program-hamil-di-amsterdam-lebih-murah-ketimbang-jakarta-200201z.html?utm_term=Autofeed&utm_campaign=Echobox&utm_medium=Post&utm_source=Facebook&fbclid=IwAR25i3IwT7vUQVDTF_nrE7-AhORmWgCPMN-Q036jwSZvkyffnzE-IQL8ulo;600;0-200;1500;dream;FALSE;videojs;TRUE;Android;5.1;Chrome Mobile WebView;79.0.3945;FALSE;38;vod;;4 Januari, Hari Bahagia dan Paling Sedih Rizky Febian;Entertainment
FALSE;embed;web-mobile;2020-02-02T12:02:37.000Z;2020-02-02T12:04:11.000Z;https://m.dream.co.id/showbiz/adegan-fahmi-bo-pemeran-deddy-meninggal-penonton-setia-top-bereaksi-2001281.html?utm_source=fb&utm_medium=post&utm_campaign=fb_win;300000;200-500;3525000;dream;TRUE;videojs;TRUE;Android;6.0.1;Facebook;255.0.0;FALSE;94;vod;;4 Januari, Hari Bahagia dan Paling Sedih Rizky Febian;Entertainment
FALSE;embed;web-mobile;2020-02-02T11:49:28.000Z;2020-02-02T11:49:28.000Z;https://m.dream.co.id/parenting/diy/masih-tak-percaya-rokok-bisa-lemahkan-sperma-simak-faktanya-1706173.html;300000;200-500;0;dream;FALSE;videojs;TRUE;Android;8.1.0;Facebook;254.0.0;FALSE;0;vod;;4 Januari, Hari Bahagia dan Paling Sedih Rizky Febian;Entertainment
FALSE;embed;web-mobile;2020-02-02T12:24:47.000Z;2020-02-02T12:26:39.000Z;https://m.dream.co.id/amp/your-story/ayah-menangis-lihat-anak-terjangkit-virus-corona-minta-peluk-dari-ruang-isolasi-2002010.html;600;0-200;1500;dream;TRUE;videojs;TRUE;Android;9;Chrome Mobile;77.0.3865;FALSE;94;vod;;4 Januari, Hari Bahagia dan Paling Sedih Rizky Febian;Entertainment
FALSE;embed;web-mobile;2020-02-02T11:10:48.000Z;2020-02-02T11:11:01.000Z;https://m.dream.co.id/dinar/punya-harta-triliunan-siapa-dari-3-menteri-tajir-ini-punya-utang-terbanyak-2001292.html?utm_term=Autofeed&utm_campaign=Echobox&utm_medium=Post&utm_source=Facebook;300000;200-500;525000;dream;FALSE;videojs;TRUE;Android;8.1.0;Facebook;255.0.0;FALSE;14;vod;;4 Januari, Hari Bahagia dan Paling Sedih Rizky Febian;Entertainment
FALSE;direct;web-mobile;2020-02-02T15:10:32.000Z;2020-02-02T15:10:32.000Z;https://m.vidio.com/watch/1868827-jangan-panggil-gue-pak-haji-episode-7-dan-8?channel_id=36547855;500;0-200;1250;internal;FALSE;videojs;TRUE;Android;8.1.0;Chrome Mobile;79.0.3945;FALSE;0;vod;;Jangan Panggil Gue Pak Haji - Episode 7 dan 8;TV Show
FALSE;embed;web-mobile;2020-02-02T10:07:59.000Z;2020-02-02T10:08:02.000Z;https://m.merdeka.com/trending/hasil-autopsi-diumumkan-hari-ini-begini-kronologi-lengkap-meninggalnya-lina.html;300000;200-500;112500;merdeka;FALSE;videojs;TRUE;Android;6.0.1;Facebook;238.0.0;FALSE;3;vod;;Astronaut Korea-Amerika Pertama Ikut Misi ke Luar Angkasa;News
FALSE;embed;web-mobile;2020-02-02T10:18:00.000Z;2020-02-02T10:19:11.000Z;https://m.merdeka.com/trending/7-cara-mengobati-batuk-berdahak-secara-alami-kln.html;300000;200-500;2062500;merdeka;TRUE;videojs;TRUE;Android;9;Samsung Internet;10.1;FALSE;55;vod;;Astronaut Korea-Amerika Pertama Ikut Misi ke Luar Angkasa;News
